product_name,price,quantity_sold,date,customer_type,category,sales,order_id,customer,payment,status,week,notification_type,notification_item,notification_date,notification_details
Sugar,496.77,32,2024-06-12,employee,electronics,15793.54,51235,Wei Chen,Pending,Cancelled,W7,Reminder,Order #51235,2024-06-12,Reminder for Sugar
Soap,298.44,48,2024-06-05,vip,stationery,15641.08,64668,John Doe,Processing,On Hold,W1,Promotion,Order #64668,2024-06-05,Promotion for Soap
Juice,319.97,23,2024-02-17,returning,personal care,8411.03,59164,David Kim,Partial,Delivered,W1,Shipped,Order #59164,2024-02-17,Shipped for Juice
Snacks,423.76,11,2024-05-03,employee,personal care,4747.24,68971,Mohammed Ali,Paid,On Hold,W4,Delivered,Order #68971,2024-05-03,Delivered for Snacks
Bathroom Essentials,355.73,37,2024-03-24,regular,food,14189.36,59204,Sara Lee,Refunded,Cancelled,W4,Reminder,Order #59204,2024-03-24,Reminder for Bathroom Essentials
Cooking Oil,72.81,9,2024-05-05,regular,toys,766.61,64080,Wei Chen,Refunded,Returned,W2,Shipped,Order #64080,2024-05-05,Shipped for Cooking Oil
Milk,434.82,4,2024-02-16,returning,food,2012.42,55942,John Doe,Failed,Processing,W1,Reminder,Order #55942,2024-02-16,Reminder for Milk
Shampoo,308.5,26,2024-01-07,new,home,6469.05,36002,Mohammed Ali,Unpaid,Shipping,W7,Delivered,Order #36002,2024-01-07,Delivered for Shampoo
Soap,191.58,50,2024-02-24,guest,stationery,8864.92,83204,Sofia Garcia,Pending,Delivered,W9,Cancelled,Order #83204,2024-02-24,Cancelled for Soap
Cooking Oil,108.45,47,2024-03-17,regular,stationery,5118.61,65855,Jane Smith,Processing,On Hold,W9,Shipped,Order #65855,2024-03-17,Shipped for Cooking Oil
Cooking Oil,75.83,28,2024-06-21,new,stationery,2387.93,28487,David Kim,Partial,Shipping,W5,Reminder,Order #28487,2024-06-21,Reminder for Cooking Oil
Cooking Oil,113.12,17,2024-06-23,regular,beverage,1577.88,39333,Anna Ivanova,Unpaid,Processing,W2,Shipped,Order #39333,2024-06-23,Shipped for Cooking Oil
Juice,116.14,12,2024-06-09,employee,stationery,1263.19,79424,Carlos Gomez,Failed,On Hold,W2,Settlement,Order #79424,2024-06-09,Settlement for Juice
Toothpaste,190.48,43,2024-06-24,returning,food,9007.72,48663,Carlos Gomez,Refunded,On Hold,W5,Cancelled,Order #48663,2024-06-24,Cancelled for Toothpaste
Shampoo,190.8,20,2024-01-21,guest,home,3797.07,45517,Wei Chen,Failed,Processing,W5,Returned,Order #45517,2024-01-21,Returned for Shampoo
Bathroom Essentials,446.84,30,2024-03-20,wholesale,stationery,13140.62,76697,Mohammed Ali,Partial,Out for Delivery,W6,Info,Order #76697,2024-03-20,Info for Bathroom Essentials
Basmati Rice,461.61,48,2024-03-24,employee,personal care,25771.8,47106,Mohammed Ali,Refunded,On Hold,W5,Info,Order #47106,2024-03-24,Info for Basmati Rice
Salt,241.54,25,2024-01-12,new,toys,5761.38,47116,Anna Ivanova,Refunded,Cancelled,W3,Delivered,Order #47116,2024-01-12,Delivered for Salt
Cooking Oil,286.98,1,2024-03-27,vip,food,304.05,89698,Wei Chen,Partial,Processing,W6,Shipped,Order #89698,2024-03-27,Shipped for Cooking Oil
Toothpaste,450.5,18,2024-06-21,employee,electronics,9157.22,20577,Sara Lee,Paid,Cancelled,W2,Promotion,Order #20577,2024-06-21,Promotion for Toothpaste
Shampoo,254.63,31,2024-05-31,regular,electronics,7523.82,42672,Carlos Gomez,Failed,Shipping,W6,Info,Order #42672,2024-05-31,Info for Shampoo
Salt,374.26,27,2024-05-22,regular,food,10983.8,70367,Leslie Alexander,Failed,Returned,W7,Delayed,Order #70367,2024-05-22,Delayed for Salt
Wheat,159.33,22,2024-03-09,wholesale,home,4013.93,89684,Carlos Gomez,Pending,Shipping,W8,Shipped,Order #89684,2024-03-09,Shipped for Wheat
Cooking Oil,12.65,29,2024-02-27,regular,stationery,437.41,60571,Carlos Gomez,Failed,Returned,W9,Delivered,Order #60571,2024-02-27,Delivered for Cooking Oil
Biscuits,48.18,3,2024-05-05,wholesale,clothing,127.22,57939,Priya Patel,Paid,Shipping,W1,Delivered,Order #57939,2024-05-05,Delivered for Biscuits
Shampoo,403.49,31,2024-05-16,affiliate,food,14517.68,91092,Priya Patel,Paid,Delivered,W7,Settlement,Order #91092,2024-05-16,Settlement for Shampoo
Coffee,412.21,15,2024-04-10,guest,home,7071.49,42704,Priya Patel,Partial,Processing,W9,Info,Order #42704,2024-04-10,Info for Coffee
Cooking Oil,163.25,32,2024-06-14,returning,stationery,4301.56,87495,Emily Brown,Pending,Delivered,W9,Delivered,Order #87495,2024-06-14,Delivered for Cooking Oil
Soap,462.58,22,2024-06-12,employee,clothing,11587.27,31048,Leslie Alexander,Partial,Delivered,W9,Cancelled,Order #31048,2024-06-12,Cancelled for Soap
Wheat,199.24,25,2024-05-21,affiliate,home,5743.95,82112,Jane Smith,Paid,On Hold,W8,Delivered,Order #82112,2024-05-21,Delivered for Wheat
Tea,65.66,23,2024-02-02,affiliate,toys,1422.81,94795,Emily Brown,Unpaid,Delivered,W2,Delivered,Order #94795,2024-02-02,Delivered for Tea
Milk,411.65,26,2024-05-27,employee,personal care,12792.45,96074,Jane Smith,Pending,On Hold,W5,Reminder,Order #96074,2024-05-27,Reminder for Milk
Tea,293.56,33,2024-01-19,returning,toys,8572.75,50813,Jane Smith,Pending,Returned,W2,Returned,Order #50813,2024-01-19,Returned for Tea
Bathroom Essentials,462.38,24,2024-05-13,wholesale,stationery,9296.66,51438,Leslie Alexander,Failed,On Hold,W2,Delivered,Order #51438,2024-05-13,Delivered for Bathroom Essentials
Tea,220.63,1,2024-04-07,affiliate,electronics,203.34,23761,Fatima Zahra,Pending,Shipping,W5,Info,Order #23761,2024-04-07,Info for Tea
Basmati Rice,414.48,48,2024-01-05,returning,beverage,22031.87,60269,Leslie Alexander,Unpaid,Delivered,W9,Delayed,Order #60269,2024-01-05,Delayed for Basmati Rice
Biscuits,487.34,34,2024-02-28,employee,food,14378.87,65085,Lucas Rossi,Paid,Delivered,W5,Shipped,Order #65085,2024-02-28,Shipped for Biscuits
Snacks,455.87,11,2024-03-18,regular,stationery,5969.97,23627,Emily Brown,Partial,Shipping,W4,Reminder,Order #23627,2024-03-18,Reminder for Snacks
Coffee,188.27,38,2024-05-20,affiliate,beverage,6318.54,53743,Lucas Rossi,Failed,Out for Delivery,W1,Delayed,Order #53743,2024-05-20,Delayed for Coffee
Biscuits,143.16,14,2024-02-20,employee,electronics,2273.48,22229,Lucas Rossi,Unpaid,Cancelled,W4,Returned,Order #22229,2024-02-20,Returned for Biscuits
Salt,494.78,1,2024-05-04,regular,electronics,454.96,63144,Anna Ivanova,Failed,Processing,W3,Returned,Order #63144,2024-05-04,Returned for Salt
Tea,237.26,36,2024-01-15,affiliate,toys,7033.51,85444,Priya Patel,Partial,Cancelled,W4,Promotion,Order #85444,2024-01-15,Promotion for Tea
Soap,360.04,31,2024-05-27,vip,toys,9098.41,27422,Lucas Rossi,Refunded,Cancelled,W4,Info,Order #27422,2024-05-27,Info for Soap
Snacks,209.78,43,2024-05-27,new,beverage,9972.21,59276,Emily Brown,Pending,Cancelled,W7,Returned,Order #59276,2024-05-27,Returned for Snacks
Biscuits,432.13,43,2024-04-16,employee,personal care,15096.58,37124,Mohammed Ali,Failed,Out for Delivery,W2,Delayed,Order #37124,2024-04-16,Delayed for Biscuits
Tea,238.11,41,2024-03-15,vip,food,7923.37,55414,David Kim,Pending,Shipping,W8,Shipped,Order #55414,2024-03-15,Shipped for Tea
Juice,323.73,36,2024-01-20,wholesale,food,11103.82,86142,Jane Smith,Partial,Processing,W2,Delayed,Order #86142,2024-01-20,Delayed for Juice
Soap,195.97,12,2024-03-16,returning,clothing,1921.34,27511,Lucas Rossi,Processing,Out for Delivery,W9,Delivered,Order #27511,2024-03-16,Delivered for Soap
Sugar,102.8,22,2024-01-12,vip,home,2408.67,91580,Leslie Alexander,Pending,Shipping,W8,Settlement,Order #91580,2024-01-12,Settlement for Sugar
Coffee,446.25,2,2024-01-02,affiliate,personal care,840.92,94275,Priya Patel,Refunded,Shipping,W2,Info,Order #94275,2024-01-02,Info for Coffee
Basmati Rice,126.76,23,2024-03-31,new,electronics,2815.8,47438,Fatima Zahra,Paid,On Hold,W1,Settlement,Order #47438,2024-03-31,Settlement for Basmati Rice
Tea,89.06,29,2024-04-18,affiliate,personal care,3050.19,40406,John Doe,Pending,Cancelled,W3,Promotion,Order #40406,2024-04-18,Promotion for Tea
Juice,480.55,48,2024-01-09,new,toys,27436.18,69523,Fatima Zahra,Unpaid,Cancelled,W5,Shipped,Order #69523,2024-01-09,Shipped for Juice
Tea,148.5,24,2024-06-02,returning,electronics,3474.36,59293,Carlos Gomez,Refunded,Cancelled,W4,Delayed,Order #59293,2024-06-02,Delayed for Tea
Toothpaste,426.76,40,2024-03-25,vip,home,14173.05,40980,Mohammed Ali,Paid,Processing,W5,Cancelled,Order #40980,2024-03-25,Cancelled for Toothpaste
Toothpaste,491.66,12,2024-03-23,wholesale,personal care,5568.41,47077,Sara Lee,Pending,On Hold,W7,Promotion,Order #47077,2024-03-23,Promotion for Toothpaste
Milk,141.15,22,2024-03-17,affiliate,clothing,2734.31,48234,Sara Lee,Pending,Shipping,W1,Settlement,Order #48234,2024-03-17,Settlement for Milk
Shampoo,440.0,24,2024-06-09,wholesale,stationery,11170.29,73557,Jane Smith,Failed,Delivered,W5,Cancelled,Order #73557,2024-06-09,Cancelled for Shampoo
Salt,95.17,28,2024-02-23,vip,personal care,2886.78,70312,Sofia Garcia,Pending,Returned,W9,Delayed,Order #70312,2024-02-23,Delayed for Salt
Biscuits,275.51,41,2024-01-10,guest,food,12446.53,46591,Jane Smith,Unpaid,Out for Delivery,W8,Shipped,Order #46591,2024-01-10,Shipped for Biscuits
Salt,304.68,23,2024-04-27,employee,personal care,8330.77,49003,Fatima Zahra,Refunded,Out for Delivery,W5,Reminder,Order #49003,2024-04-27,Reminder for Salt
Coffee,398.89,14,2024-04-21,regular,home,6053.57,36648,Jane Smith,Paid,On Hold,W3,Delayed,Order #36648,2024-04-21,Delayed for Coffee
Cooking Oil,203.09,31,2024-01-27,vip,toys,6325.34,86703,Mohammed Ali,Pending,Out for Delivery,W1,Settlement,Order #86703,2024-01-27,Settlement for Cooking Oil
Soap,69.93,29,2024-01-25,wholesale,cleaning,1713.63,55558,Anna Ivanova,Processing,Returned,W4,Returned,Order #55558,2024-01-25,Returned for Soap
Cooking Oil,479.45,6,2024-04-01,new,food,2899.23,86457,Jane Smith,Refunded,Out for Delivery,W7,Reminder,Order #86457,2024-04-01,Reminder for Cooking Oil
Juice,214.05,3,2024-01-14,employee,beverage,622.84,53731,Priya Patel,Paid,Processing,W4,Settlement,Order #53731,2024-01-14,Settlement for Juice
Wheat,218.96,12,2024-02-10,regular,clothing,2388.68,61989,Emily Brown,Unpaid,Delivered,W2,Cancelled,Order #61989,2024-02-10,Cancelled for Wheat
Coffee,455.53,36,2024-03-05,wholesale,food,14247.02,42761,Lucas Rossi,Partial,Processing,W6,Delivered,Order #42761,2024-03-05,Delivered for Coffee
Snacks,408.16,35,2024-03-29,wholesale,toys,14637.58,80034,Anna Ivanova,Pending,Cancelled,W1,Returned,Order #80034,2024-03-29,Returned for Snacks
Soap,496.06,39,2024-05-23,new,electronics,18148.75,54505,Priya Patel,Pending,On Hold,W9,Reminder,Order #54505,2024-05-23,Reminder for Soap
Cooking Oil,267.42,25,2024-01-24,employee,food,7727.18,70498,Fatima Zahra,Processing,Cancelled,W5,Reminder,Order #70498,2024-01-24,Reminder for Cooking Oil
Cooking Oil,149.28,17,2024-03-06,new,electronics,2485.62,97817,Priya Patel,Pending,Cancelled,W4,Info,Order #97817,2024-03-06,Info for Cooking Oil
Coffee,397.94,21,2024-04-09,new,home,8393.1,66063,David Kim,Unpaid,Returned,W3,Returned,Order #66063,2024-04-09,Returned for Coffee
Salt,41.1,5,2024-02-18,guest,clothing,177.45,33869,David Kim,Refunded,Shipping,W4,Delivered,Order #33869,2024-02-18,Delivered for Salt
Sugar,294.52,8,2024-04-09,guest,electronics,2397.34,93893,John Doe,Failed,Shipping,W8,Settlement,Order #93893,2024-04-09,Settlement for Sugar
Snacks,31.9,34,2024-03-08,vip,cleaning,1099.85,40916,Sara Lee,Unpaid,Cancelled,W1,Cancelled,Order #40916,2024-03-08,Cancelled for Snacks
Milk,82.79,41,2024-03-21,affiliate,beverage,3422.93,95415,Anna Ivanova,Paid,Out for Delivery,W7,Promotion,Order #95415,2024-03-21,Promotion for Milk
Milk,173.09,45,2024-05-01,affiliate,personal care,6803.27,59707,Fatima Zahra,Failed,Cancelled,W2,Reminder,Order #59707,2024-05-01,Reminder for Milk
Shampoo,348.16,1,2024-01-14,regular,personal care,340.57,44753,Fatima Zahra,Refunded,Out for Delivery,W9,Shipped,Order #44753,2024-01-14,Shipped for Shampoo
Juice,245.76,36,2024-06-18,guest,electronics,7933.05,43012,Tom M�ller,Failed,Cancelled,W1,Promotion,Order #43012,2024-06-18,Promotion for Juice
Bathroom Essentials,244.42,37,2024-02-03,wholesale,food,10431.78,32149,Emily Brown,Failed,On Hold,W4,Promotion,Order #32149,2024-02-03,Promotion for Bathroom Essentials
Shampoo,263.82,31,2024-03-22,vip,electronics,7921.62,41517,Sofia Garcia,Pending,Cancelled,W8,Cancelled,Order #41517,2024-03-22,Cancelled for Shampoo
Sugar,187.08,46,2024-01-19,guest,home,7674.01,98100,Jane Smith,Partial,Delivered,W4,Delayed,Order #98100,2024-01-19,Delayed for Sugar
Basmati Rice,194.09,5,2024-04-06,new,electronics,868.15,20348,Carlos Gomez,Refunded,Out for Delivery,W9,Shipped,Order #20348,2024-04-06,Shipped for Basmati Rice
Snacks,383.09,24,2024-02-17,returning,food,10926.56,27140,John Doe,Refunded,Shipping,W8,Delivered,Order #27140,2024-02-17,Delivered for Snacks
Salt,150.72,43,2024-02-18,regular,personal care,5792.58,21120,Anna Ivanova,Partial,Delivered,W3,Settlement,Order #21120,2024-02-18,Settlement for Salt
Tea,406.19,36,2024-04-20,affiliate,personal care,17278.49,58360,Carlos Gomez,Unpaid,Shipping,W8,Shipped,Order #58360,2024-04-20,Shipped for Tea
Sugar,240.59,44,2024-02-12,employee,stationery,12016.16,37118,Tom M�ller,Failed,Returned,W2,Delayed,Order #37118,2024-02-12,Delayed for Sugar
Tea,387.02,33,2024-06-13,new,stationery,11387.04,84670,Emily Brown,Pending,Cancelled,W9,Delayed,Order #84670,2024-06-13,Delayed for Tea
Tea,280.99,3,2024-06-21,regular,clothing,997.84,73072,Sofia Garcia,Refunded,Returned,W8,Promotion,Order #73072,2024-06-21,Promotion for Tea
Milk,375.8,35,2024-02-01,regular,toys,11420.71,61583,John Doe,Partial,Cancelled,W1,Info,Order #61583,2024-02-01,Info for Milk
Sugar,398.32,46,2024-06-22,employee,food,14871.11,35668,Mohammed Ali,Paid,Processing,W8,Delayed,Order #35668,2024-06-22,Delayed for Sugar
Soap,347.34,50,2024-06-19,regular,personal care,19374.1,62812,Emily Brown,Processing,Delivered,W7,Promotion,Order #62812,2024-06-19,Promotion for Soap
Milk,464.57,29,2024-03-10,new,stationery,12132.85,80249,Tom M�ller,Failed,Returned,W6,Promotion,Order #80249,2024-03-10,Promotion for Milk
Toothpaste,463.01,11,2024-02-02,regular,food,4371.07,21211,Lucas Rossi,Paid,Cancelled,W7,Delivered,Order #21211,2024-02-02,Delivered for Toothpaste
Sugar,415.93,11,2024-01-07,wholesale,clothing,5082.27,29977,Emily Brown,Pending,Returned,W5,Info,Order #29977,2024-01-07,Info for Sugar
Wheat,274.46,6,2024-04-04,employee,clothing,1971.82,53213,Lucas Rossi,Paid,Out for Delivery,W8,Reminder,Order #53213,2024-04-04,Reminder for Wheat
Salt,435.3,14,2024-01-03,regular,toys,6816.24,28780,Emily Brown,Paid,Cancelled,W2,Shipped,Order #28780,2024-01-03,Shipped for Salt
Basmati Rice,402.4,38,2024-05-02,returning,toys,15740.19,55756,John Doe,Pending,Shipping,W7,Delayed,Order #55756,2024-05-02,Delayed for Basmati Rice
Bathroom Essentials,226.49,41,2024-04-01,returning,cleaning,8093.98,27473,Carlos Gomez,Refunded,Processing,W7,Delayed,Order #27473,2024-04-01,Delayed for Bathroom Essentials
Juice,304.73,17,2024-06-16,regular,electronics,5854.42,56887,Leslie Alexander,Unpaid,Processing,W6,Shipped,Order #56887,2024-06-16,Shipped for Juice
Wheat,331.94,47,2024-03-30,employee,personal care,18618.37,94864,Wei Chen,Paid,Out for Delivery,W1,Delivered,Order #94864,2024-03-30,Delivered for Wheat
Juice,22.98,11,2024-05-01,vip,clothing,259.21,95460,Jane Smith,Refunded,Processing,W3,Shipped,Order #95460,2024-05-01,Shipped for Juice
Basmati Rice,32.88,39,2024-02-25,employee,cleaning,1392.41,29350,Jane Smith,Partial,Out for Delivery,W2,Cancelled,Order #29350,2024-02-25,Cancelled for Basmati Rice
Coffee,453.38,37,2024-01-29,affiliate,clothing,16110.15,88401,Tom M�ller,Partial,On Hold,W7,Delivered,Order #88401,2024-01-29,Delivered for Coffee
Basmati Rice,11.07,16,2024-01-14,wholesale,home,189.35,23904,David Kim,Unpaid,On Hold,W4,Info,Order #23904,2024-01-14,Info for Basmati Rice
Biscuits,303.71,22,2024-04-02,vip,home,7938.13,23467,Leslie Alexander,Failed,Out for Delivery,W8,Settlement,Order #23467,2024-04-02,Settlement for Biscuits
Soap,113.97,2,2024-04-06,regular,clothing,270.44,34148,Leslie Alexander,Processing,Processing,W7,Cancelled,Order #34148,2024-04-06,Cancelled for Soap
Sugar,158.88,24,2024-01-04,affiliate,beverage,4146.76,94725,Wei Chen,Paid,Delivered,W4,Shipped,Order #94725,2024-01-04,Shipped for Sugar
Milk,243.74,10,2024-05-09,guest,stationery,2101.65,55656,Jane Smith,Pending,Shipping,W8,Settlement,Order #55656,2024-05-09,Settlement for Milk
Biscuits,295.3,22,2024-01-01,regular,cleaning,6940.38,22486,David Kim,Partial,Cancelled,W5,Reminder,Order #22486,2024-01-01,Reminder for Biscuits
Soap,266.33,15,2024-02-12,regular,personal care,4780.01,24064,John Doe,Paid,Delivered,W3,Reminder,Order #24064,2024-02-12,Reminder for Soap
Bathroom Essentials,465.97,3,2024-04-07,wholesale,cleaning,1233.6,51807,Priya Patel,Processing,On Hold,W9,Delayed,Order #51807,2024-04-07,Delayed for Bathroom Essentials
Sugar,410.97,29,2024-05-23,affiliate,clothing,12326.02,70392,Sofia Garcia,Processing,Cancelled,W2,Delayed,Order #70392,2024-05-23,Delayed for Sugar
Basmati Rice,322.22,6,2024-02-19,wholesale,food,1810.13,46065,Lucas Rossi,Failed,Processing,W5,Shipped,Order #46065,2024-02-19,Shipped for Basmati Rice
Salt,133.35,16,2024-01-04,guest,stationery,2029.36,42864,Sara Lee,Refunded,Shipping,W2,Shipped,Order #42864,2024-01-04,Shipped for Salt
Bathroom Essentials,465.14,27,2024-02-02,affiliate,cleaning,11091.45,71770,Tom M�ller,Failed,Delivered,W3,Settlement,Order #71770,2024-02-02,Settlement for Bathroom Essentials
Juice,316.2,11,2024-01-01,new,home,3133.61,90014,Lucas Rossi,Partial,On Hold,W3,Reminder,Order #90014,2024-01-01,Reminder for Juice
Sugar,148.16,49,2024-01-28,regular,home,6422.44,51292,Anna Ivanova,Failed,Shipping,W4,Cancelled,Order #51292,2024-01-28,Cancelled for Sugar
Soap,430.71,29,2024-04-04,affiliate,food,11737.86,41034,Priya Patel,Unpaid,Delivered,W4,Reminder,Order #41034,2024-04-04,Reminder for Soap
Soap,291.14,24,2024-03-21,employee,cleaning,8215.09,59930,Lucas Rossi,Pending,Cancelled,W5,Promotion,Order #59930,2024-03-21,Promotion for Soap
Biscuits,315.46,22,2024-01-29,vip,stationery,5650.97,75504,Anna Ivanova,Pending,Shipping,W3,Shipped,Order #75504,2024-01-29,Shipped for Biscuits
Basmati Rice,116.68,14,2024-01-02,employee,clothing,1393.64,89061,Jane Smith,Paid,Processing,W4,Cancelled,Order #89061,2024-01-02,Cancelled for Basmati Rice
Wheat,366.84,40,2024-03-25,new,food,14714.7,29324,Leslie Alexander,Pending,Returned,W6,Promotion,Order #29324,2024-03-25,Promotion for Wheat
Sugar,282.82,2,2024-01-29,employee,stationery,544.81,62103,Fatima Zahra,Processing,Out for Delivery,W4,Cancelled,Order #62103,2024-01-29,Cancelled for Sugar
Basmati Rice,388.83,22,2024-01-16,employee,home,8405.39,73046,Priya Patel,Failed,Processing,W1,Cancelled,Order #73046,2024-01-16,Cancelled for Basmati Rice
Toothpaste,135.01,30,2024-01-07,wholesale,toys,3727.73,99502,Lucas Rossi,Refunded,Cancelled,W3,Info,Order #99502,2024-01-07,Info for Toothpaste
Juice,399.91,8,2024-01-25,new,toys,3099.15,52484,Anna Ivanova,Partial,Returned,W4,Info,Order #52484,2024-01-25,Info for Juice
Milk,337.4,36,2024-02-13,returning,clothing,12280.13,79554,Jane Smith,Failed,Shipping,W5,Promotion,Order #79554,2024-02-13,Promotion for Milk
Soap,69.03,4,2024-05-25,new,beverage,221.94,56636,Mohammed Ali,Refunded,Processing,W7,Reminder,Order #56636,2024-05-25,Reminder for Soap
Coffee,206.36,31,2024-03-22,guest,personal care,6322.81,31315,Priya Patel,Refunded,Out for Delivery,W3,Delivered,Order #31315,2024-03-22,Delivered for Coffee
Soap,210.42,48,2024-06-09,returning,home,8083.99,46066,Wei Chen,Processing,Processing,W1,Returned,Order #46066,2024-06-09,Returned for Soap
Toothpaste,339.62,19,2024-06-09,new,stationery,7548.56,88059,Jane Smith,Partial,Processing,W3,Delayed,Order #88059,2024-06-09,Delayed for Toothpaste
Wheat,423.51,7,2024-05-20,guest,cleaning,2639.6,20604,Mohammed Ali,Unpaid,Out for Delivery,W8,Delivered,Order #20604,2024-05-20,Delivered for Wheat
Biscuits,273.78,43,2024-05-04,wholesale,clothing,13130.25,70699,Sara Lee,Processing,Shipping,W6,Settlement,Order #70699,2024-05-04,Settlement for Biscuits
Tea,110.75,33,2024-05-31,employee,home,3162.42,26582,Wei Chen,Processing,On Hold,W3,Cancelled,Order #26582,2024-05-31,Cancelled for Tea
Wheat,417.25,12,2024-03-13,regular,stationery,5761.61,88740,Jane Smith,Failed,Out for Delivery,W7,Cancelled,Order #88740,2024-03-13,Cancelled for Wheat
Sugar,302.16,24,2024-02-02,new,home,7775.76,38411,Mohammed Ali,Partial,Out for Delivery,W1,Cancelled,Order #38411,2024-02-02,Cancelled for Sugar
Salt,10.54,37,2024-01-01,employee,food,348.75,96191,Carlos Gomez,Unpaid,On Hold,W7,Shipped,Order #96191,2024-01-01,Shipped for Salt
Wheat,305.01,47,2024-04-06,employee,electronics,13128.94,85561,Mohammed Ali,Processing,Out for Delivery,W6,Delivered,Order #85561,2024-04-06,Delivered for Wheat
Toothpaste,447.72,17,2024-03-23,vip,clothing,8316.64,50544,Fatima Zahra,Paid,Returned,W9,Returned,Order #50544,2024-03-23,Returned for Toothpaste
Basmati Rice,327.61,16,2024-04-26,new,stationery,5083.71,75282,John Doe,Pending,Out for Delivery,W3,Delivered,Order #75282,2024-04-26,Delivered for Basmati Rice
Milk,252.99,20,2024-01-21,returning,personal care,4210.22,64800,Jane Smith,Pending,Out for Delivery,W1,Delivered,Order #64800,2024-01-21,Delivered for Milk
Milk,468.54,8,2024-01-20,wholesale,clothing,3400.05,20184,Leslie Alexander,Refunded,Shipping,W5,Promotion,Order #20184,2024-01-20,Promotion for Milk
Salt,130.31,9,2024-06-11,regular,food,1296.82,86261,David Kim,Paid,Out for Delivery,W2,Delivered,Order #86261,2024-06-11,Delivered for Salt
Basmati Rice,336.19,34,2024-02-17,affiliate,clothing,9210.85,57107,Fatima Zahra,Partial,Returned,W6,Delayed,Order #57107,2024-02-17,Delayed for Basmati Rice
Basmati Rice,282.42,30,2024-05-18,guest,beverage,8309.58,21158,Lucas Rossi,Unpaid,Processing,W2,Shipped,Order #21158,2024-05-18,Shipped for Basmati Rice
Milk,319.1,2,2024-03-09,vip,food,723.73,70473,Anna Ivanova,Processing,Returned,W1,Returned,Order #70473,2024-03-09,Returned for Milk
Bathroom Essentials,190.51,42,2024-04-11,wholesale,clothing,8842.47,31342,Lucas Rossi,Failed,Returned,W9,Settlement,Order #31342,2024-04-11,Settlement for Bathroom Essentials
Cooking Oil,266.63,22,2024-04-21,employee,home,5670.35,63549,John Doe,Processing,Processing,W3,Returned,Order #63549,2024-04-21,Returned for Cooking Oil
