product_name,price,quantity_sold,date,customer_type,category,sales,order_id,customer,payment,status,week,notification_type,notification_item,notification_date,notification_details
Sugar,64.29,39,2024-01-09,guest,stationery,2787.48,33717,Tom M�ller,Pending,On Hold,W8,Settlement,Order #33717,2024-01-09,Settlement for Sugar
Salt,431.74,27,2024-06-06,vip,toys,12503.22,32120,Tom M�ller,Pending,On Hold,W3,Info,Order #32120,2024-06-06,Info for Salt
Snacks,185.79,27,2024-03-22,new,toys,5385.04,92051,Fatima Zahra,Partial,On Hold,W6,Info,Order #92051,2024-03-22,Info for Snacks
Basmati Rice,190.6,42,2024-02-29,returning,stationery,6912.22,74476,Wei Chen,Partial,Cancelled,W2,Delayed,Order #74476,2024-02-29,Delayed for Basmati Rice
Toothpaste,202.16,39,2024-03-28,vip,personal care,6832.07,69496,Sofia Garcia,Failed,Processing,W2,Delayed,Order #69496,2024-03-28,Delayed for Toothpaste
Salt,65.48,18,2024-01-26,vip,beverage,1056.96,81763,Tom M�ller,Unpaid,Returned,W9,Shipped,Order #81763,2024-01-26,Shipped for Salt
Toothpaste,74.63,40,2024-05-10,regular,beverage,2525.82,54729,Lucas Rossi,Failed,Returned,W8,Returned,Order #54729,2024-05-10,Returned for Toothpaste
Soap,130.82,22,2024-03-07,new,beverage,2349.03,69829,Mohammed Ali,Processing,Shipping,W3,Info,Order #69829,2024-03-07,Info for Soap
Tea,136.63,42,2024-01-27,vip,cleaning,5294.61,84694,Sara Lee,Unpaid,Processing,W7,Delivered,Order #84694,2024-01-27,Delivered for Tea
Biscuits,126.62,28,2024-06-21,employee,food,3011.5,23569,Emily Brown,Partial,Delivered,W9,Promotion,Order #23569,2024-06-21,Promotion for Biscuits
Sugar,347.8,44,2024-06-09,new,toys,15072.99,48917,Leslie Alexander,Unpaid,Shipping,W1,Delayed,Order #48917,2024-06-09,Delayed for Sugar
Toothpaste,73.22,36,2024-05-22,wholesale,home,2704.03,65930,Sara Lee,Unpaid,Processing,W2,Delivered,Order #65930,2024-05-22,Delivered for Toothpaste
Snacks,211.54,24,2024-04-16,returning,electronics,4133.83,67487,Fatima Zahra,Partial,Delivered,W9,Promotion,Order #67487,2024-04-16,Promotion for Snacks
Salt,28.43,39,2024-06-02,employee,cleaning,1297.26,40874,Leslie Alexander,Paid,Shipping,W4,Returned,Order #40874,2024-06-02,Returned for Salt
Snacks,208.97,48,2024-03-23,affiliate,personal care,9039.45,42537,Jane Smith,Partial,On Hold,W9,Delivered,Order #42537,2024-03-23,Delivered for Snacks
Tea,302.8,31,2024-05-26,returning,cleaning,9396.67,38148,Lucas Rossi,Processing,Processing,W4,Reminder,Order #38148,2024-05-26,Reminder for Tea
Bathroom Essentials,337.18,49,2024-03-11,vip,cleaning,16501.65,65732,David Kim,Paid,Cancelled,W7,Delayed,Order #65732,2024-03-11,Delayed for Bathroom Essentials
Cooking Oil,409.33,45,2024-06-13,vip,personal care,21327.65,69075,Anna Ivanova,Unpaid,On Hold,W2,Info,Order #69075,2024-06-13,Info for Cooking Oil
Tea,406.45,41,2024-04-26,employee,stationery,19341.55,66424,Priya Patel,Failed,Shipping,W6,Delivered,Order #66424,2024-04-26,Delivered for Tea
Bathroom Essentials,383.14,20,2024-05-20,wholesale,electronics,7611.55,60864,Sofia Garcia,Unpaid,Returned,W1,Settlement,Order #60864,2024-05-20,Settlement for Bathroom Essentials
Cooking Oil,46.05,43,2024-06-15,new,clothing,1881.18,51184,Mohammed Ali,Pending,On Hold,W3,Reminder,Order #51184,2024-06-15,Reminder for Cooking Oil
Toothpaste,140.02,41,2024-02-03,new,cleaning,4659.91,80848,David Kim,Unpaid,Delivered,W2,Info,Order #80848,2024-02-03,Info for Toothpaste
Bathroom Essentials,87.78,3,2024-06-26,guest,personal care,224.21,22801,Sofia Garcia,Pending,Returned,W1,Delayed,Order #22801,2024-06-26,Delayed for Bathroom Essentials
Juice,116.47,36,2024-03-03,vip,food,4129.78,66364,David Kim,Partial,On Hold,W3,Settlement,Order #66364,2024-03-03,Settlement for Juice
Wheat,104.84,13,2024-01-10,guest,electronics,1448.09,35924,David Kim,Pending,Out for Delivery,W8,Promotion,Order #35924,2024-01-10,Promotion for Wheat
Bathroom Essentials,365.12,15,2024-05-08,regular,toys,6537.43,66542,Wei Chen,Failed,Delivered,W5,Cancelled,Order #66542,2024-05-08,Cancelled for Bathroom Essentials
Wheat,386.71,13,2024-03-28,guest,personal care,4714.57,69908,Lucas Rossi,Pending,Processing,W6,Delayed,Order #69908,2024-03-28,Delayed for Wheat
Shampoo,447.25,36,2024-02-23,affiliate,toys,17901.38,50455,Tom M�ller,Partial,Processing,W9,Promotion,Order #50455,2024-02-23,Promotion for Shampoo
Shampoo,477.32,5,2024-06-25,employee,beverage,2219.83,52694,Carlos Gomez,Partial,On Hold,W1,Delayed,Order #52694,2024-06-25,Delayed for Shampoo
Snacks,290.24,22,2024-04-09,wholesale,electronics,5994.66,25704,Mohammed Ali,Unpaid,On Hold,W2,Shipped,Order #25704,2024-04-09,Shipped for Snacks
Shampoo,473.96,28,2024-05-19,new,personal care,15025.66,46369,Tom M�ller,Unpaid,On Hold,W3,Delivered,Order #46369,2024-05-19,Delivered for Shampoo
Toothpaste,257.15,21,2024-06-26,employee,toys,4712.48,80065,Anna Ivanova,Paid,Out for Delivery,W4,Delivered,Order #80065,2024-06-26,Delivered for Toothpaste
Shampoo,31.17,50,2024-01-06,affiliate,stationery,1463.31,31486,David Kim,Pending,Shipping,W8,Promotion,Order #31486,2024-01-06,Promotion for Shampoo
Sugar,297.97,37,2024-05-07,wholesale,stationery,12743.65,46101,Leslie Alexander,Failed,Delivered,W9,Delayed,Order #46101,2024-05-07,Delayed for Sugar
Tea,428.25,24,2024-01-24,affiliate,beverage,9112.44,80857,Sofia Garcia,Paid,On Hold,W8,Reminder,Order #80857,2024-01-24,Reminder for Tea
Sugar,448.34,33,2024-04-18,returning,personal care,15019.03,57165,Emily Brown,Processing,Delivered,W1,Settlement,Order #57165,2024-04-18,Settlement for Sugar
Juice,373.23,36,2024-05-03,returning,food,12449.58,28617,John Doe,Paid,Shipping,W1,Promotion,Order #28617,2024-05-03,Promotion for Juice
Toothpaste,134.99,40,2024-01-04,affiliate,home,5217.57,37363,Sara Lee,Paid,Delivered,W4,Returned,Order #37363,2024-01-04,Returned for Toothpaste
Coffee,146.82,38,2024-03-08,regular,toys,5298.58,24235,Fatima Zahra,Processing,Returned,W2,Promotion,Order #24235,2024-03-08,Promotion for Coffee
Biscuits,469.85,11,2024-06-07,returning,stationery,4775.49,83877,Fatima Zahra,Paid,Processing,W7,Promotion,Order #83877,2024-06-07,Promotion for Biscuits
Juice,407.12,18,2024-01-16,regular,electronics,5998.37,67729,David Kim,Processing,Cancelled,W8,Cancelled,Order #67729,2024-01-16,Cancelled for Juice
Coffee,365.77,7,2024-05-18,new,stationery,2826.6,99079,Priya Patel,Failed,Processing,W8,Delivered,Order #99079,2024-05-18,Delivered for Coffee
Soap,202.75,44,2024-05-18,regular,stationery,9578.97,68495,Leslie Alexander,Refunded,Delivered,W4,Delayed,Order #68495,2024-05-18,Delayed for Soap
Basmati Rice,207.86,39,2024-03-10,regular,food,8747.09,97116,Anna Ivanova,Partial,Shipping,W3,Cancelled,Order #97116,2024-03-10,Cancelled for Basmati Rice
Shampoo,350.64,32,2024-05-13,affiliate,toys,11594.0,96829,Emily Brown,Processing,Processing,W5,Settlement,Order #96829,2024-05-13,Settlement for Shampoo
Soap,242.02,17,2024-05-12,regular,beverage,3945.63,92381,Sara Lee,Pending,Shipping,W8,Info,Order #92381,2024-05-12,Info for Soap
Biscuits,418.98,15,2024-01-06,affiliate,personal care,6004.8,97111,Sara Lee,Paid,Cancelled,W5,Info,Order #97111,2024-01-06,Info for Biscuits
Cooking Oil,404.47,18,2024-03-12,vip,food,8329.69,88625,Wei Chen,Pending,Processing,W1,Returned,Order #88625,2024-03-12,Returned for Cooking Oil
Juice,220.84,39,2024-06-05,returning,beverage,9289.3,72215,Priya Patel,Paid,Delivered,W5,Shipped,Order #72215,2024-06-05,Shipped for Juice
Sugar,47.46,42,2024-05-21,employee,clothing,1737.04,83845,Anna Ivanova,Paid,Shipping,W4,Delayed,Order #83845,2024-05-21,Delayed for Sugar
Wheat,196.68,26,2024-01-17,regular,beverage,4711.06,88330,Sofia Garcia,Unpaid,Cancelled,W7,Delivered,Order #88330,2024-01-17,Delivered for Wheat
Biscuits,466.75,1,2024-01-22,vip,home,436.39,87781,Wei Chen,Processing,Out for Delivery,W4,Reminder,Order #87781,2024-01-22,Reminder for Biscuits
Shampoo,184.65,27,2024-06-14,returning,home,4333.66,99918,Mohammed Ali,Refunded,Shipping,W6,Delayed,Order #99918,2024-06-14,Delayed for Shampoo
Basmati Rice,338.62,42,2024-06-17,wholesale,toys,16673.61,27915,Emily Brown,Paid,On Hold,W9,Info,Order #27915,2024-06-17,Info for Basmati Rice
Sugar,402.2,8,2024-03-15,vip,personal care,3648.57,22813,Lucas Rossi,Paid,Shipping,W7,Shipped,Order #22813,2024-03-15,Shipped for Sugar
Bathroom Essentials,325.65,25,2024-05-01,regular,beverage,9659.66,64974,Sofia Garcia,Unpaid,Returned,W5,Info,Order #64974,2024-05-01,Info for Bathroom Essentials
Biscuits,281.63,11,2024-03-06,affiliate,clothing,3033.78,47123,Fatima Zahra,Refunded,Returned,W2,Shipped,Order #47123,2024-03-06,Shipped for Biscuits
Basmati Rice,259.99,28,2024-06-07,vip,clothing,6237.94,70279,Tom M�ller,Partial,Delivered,W8,Cancelled,Order #70279,2024-06-07,Cancelled for Basmati Rice
Soap,387.93,44,2024-04-18,affiliate,toys,13706.36,63212,David Kim,Failed,Returned,W9,Info,Order #63212,2024-04-18,Info for Soap
Sugar,483.32,32,2024-05-27,affiliate,home,14264.13,94760,David Kim,Unpaid,On Hold,W6,Delivered,Order #94760,2024-05-27,Delivered for Sugar
Sugar,88.18,16,2024-06-07,affiliate,home,1222.89,77879,Priya Patel,Paid,Returned,W1,Promotion,Order #77879,2024-06-07,Promotion for Sugar
Soap,333.51,25,2024-01-22,new,stationery,9470.54,52231,John Doe,Unpaid,Processing,W6,Reminder,Order #52231,2024-01-22,Reminder for Soap
Wheat,391.12,24,2024-06-06,new,electronics,10702.8,94326,Jane Smith,Processing,Processing,W1,Info,Order #94326,2024-06-06,Info for Wheat
Tea,360.78,32,2024-04-14,employee,stationery,13612.32,42146,Fatima Zahra,Refunded,Processing,W5,Delayed,Order #42146,2024-04-14,Delayed for Tea
Sugar,189.43,48,2024-01-24,vip,personal care,10041.31,36703,Priya Patel,Failed,Cancelled,W6,Promotion,Order #36703,2024-01-24,Promotion for Sugar
Sugar,388.96,22,2024-05-15,regular,beverage,6963.31,98387,Wei Chen,Refunded,Cancelled,W2,Info,Order #98387,2024-05-15,Info for Sugar
Soap,222.68,25,2024-02-02,affiliate,personal care,5657.19,42290,Priya Patel,Processing,Processing,W2,Reminder,Order #42290,2024-02-02,Reminder for Soap
Cooking Oil,126.6,49,2024-04-24,vip,beverage,6249.12,63424,Sara Lee,Paid,Cancelled,W2,Promotion,Order #63424,2024-04-24,Promotion for Cooking Oil
Basmati Rice,358.31,9,2024-03-05,wholesale,personal care,2971.56,86621,David Kim,Pending,Processing,W2,Info,Order #86621,2024-03-05,Info for Basmati Rice
Salt,22.85,39,2024-05-29,affiliate,stationery,765.6,54402,Sofia Garcia,Partial,On Hold,W7,Settlement,Order #54402,2024-05-29,Settlement for Salt
Bathroom Essentials,303.39,39,2024-04-25,employee,electronics,11044.09,20853,Leslie Alexander,Processing,Delivered,W2,Returned,Order #20853,2024-04-25,Returned for Bathroom Essentials
Milk,199.85,2,2024-02-01,employee,personal care,361.25,99031,Lucas Rossi,Failed,Shipping,W5,Delayed,Order #99031,2024-02-01,Delayed for Milk
Milk,181.2,3,2024-05-23,vip,food,588.95,74294,Jane Smith,Pending,Cancelled,W4,Returned,Order #74294,2024-05-23,Returned for Milk
Bathroom Essentials,305.84,9,2024-02-28,employee,food,2791.6,31951,Lucas Rossi,Pending,Processing,W6,Delayed,Order #31951,2024-02-28,Delayed for Bathroom Essentials
Cooking Oil,340.66,49,2024-06-23,returning,clothing,15261.97,61635,Jane Smith,Failed,Shipping,W2,Cancelled,Order #61635,2024-06-23,Cancelled for Cooking Oil
Salt,275.31,2,2024-05-04,affiliate,clothing,460.07,80647,Leslie Alexander,Processing,Delivered,W5,Promotion,Order #80647,2024-05-04,Promotion for Salt
Sugar,296.49,50,2024-04-08,guest,cleaning,12444.69,92207,Sofia Garcia,Pending,Returned,W6,Delivered,Order #92207,2024-04-08,Delivered for Sugar
Juice,448.2,23,2024-03-13,employee,personal care,9796.6,28568,John Doe,Refunded,Cancelled,W1,Shipped,Order #28568,2024-03-13,Shipped for Juice
Snacks,403.18,22,2024-03-30,new,stationery,9090.29,99206,Mohammed Ali,Unpaid,Returned,W9,Promotion,Order #99206,2024-03-30,Promotion for Snacks
Bathroom Essentials,432.91,12,2024-01-06,guest,food,6170.35,88769,Mohammed Ali,Partial,Cancelled,W7,Cancelled,Order #88769,2024-01-06,Cancelled for Bathroom Essentials
Wheat,383.73,23,2024-01-20,guest,toys,9690.25,77284,Anna Ivanova,Unpaid,Processing,W4,Reminder,Order #77284,2024-01-20,Reminder for Wheat
Wheat,86.32,48,2024-02-17,employee,home,4793.97,34126,Tom M�ller,Processing,Delivered,W3,Cancelled,Order #34126,2024-02-17,Cancelled for Wheat
Coffee,385.37,11,2024-06-12,returning,beverage,4295.2,57633,Lucas Rossi,Pending,Out for Delivery,W1,Reminder,Order #57633,2024-06-12,Reminder for Coffee
Tea,423.35,20,2024-01-30,regular,toys,9278.98,56980,John Doe,Unpaid,Cancelled,W2,Shipped,Order #56980,2024-01-30,Shipped for Tea
Soap,373.28,25,2024-04-16,vip,clothing,9173.18,76914,Tom M�ller,Unpaid,Returned,W9,Returned,Order #76914,2024-04-16,Returned for Soap
Coffee,196.84,6,2024-04-15,regular,food,1143.34,87579,Mohammed Ali,Processing,Out for Delivery,W3,Info,Order #87579,2024-04-15,Info for Coffee
Sugar,274.91,30,2024-06-14,guest,food,6936.34,43240,Priya Patel,Failed,Processing,W9,Delivered,Order #43240,2024-06-14,Delivered for Sugar
Coffee,371.62,13,2024-05-12,wholesale,beverage,5060.97,65860,Lucas Rossi,Unpaid,Out for Delivery,W1,Settlement,Order #65860,2024-05-12,Settlement for Coffee
Toothpaste,14.39,27,2024-05-07,guest,toys,389.27,90541,David Kim,Paid,Cancelled,W3,Cancelled,Order #90541,2024-05-07,Cancelled for Toothpaste
Bathroom Essentials,60.27,19,2024-06-18,new,cleaning,1244.12,61100,Carlos Gomez,Unpaid,Cancelled,W7,Delivered,Order #61100,2024-06-18,Delivered for Bathroom Essentials
Wheat,475.02,24,2024-05-15,affiliate,cleaning,9656.82,29191,Fatima Zahra,Refunded,Cancelled,W3,Info,Order #29191,2024-05-15,Info for Wheat
Toothpaste,12.32,45,2024-03-27,new,home,502.67,44546,Mohammed Ali,Failed,Cancelled,W3,Shipped,Order #44546,2024-03-27,Shipped for Toothpaste
Shampoo,307.37,5,2024-02-02,employee,cleaning,1627.29,27358,Leslie Alexander,Failed,Returned,W5,Delayed,Order #27358,2024-02-02,Delayed for Shampoo
Cooking Oil,291.81,9,2024-01-04,new,personal care,2123.52,72958,Sara Lee,Unpaid,Delivered,W8,Returned,Order #72958,2024-01-04,Returned for Cooking Oil
Coffee,280.3,1,2024-05-24,wholesale,electronics,290.0,61083,Priya Patel,Pending,Cancelled,W9,Shipped,Order #61083,2024-05-24,Shipped for Coffee
Tea,292.73,10,2024-01-18,new,home,3303.63,45641,Emily Brown,Pending,Out for Delivery,W2,Shipped,Order #45641,2024-01-18,Shipped for Tea
Salt,75.29,46,2024-06-28,regular,toys,3587.12,84652,Leslie Alexander,Paid,Shipping,W2,Delivered,Order #84652,2024-06-28,Delivered for Salt
Cooking Oil,460.76,9,2024-03-28,affiliate,cleaning,4810.8,56012,Carlos Gomez,Unpaid,Processing,W3,Delivered,Order #56012,2024-03-28,Delivered for Cooking Oil
Bathroom Essentials,135.62,34,2024-03-31,guest,food,4682.61,45061,Wei Chen,Failed,Shipping,W8,Returned,Order #45061,2024-03-31,Returned for Bathroom Essentials
Toothpaste,138.08,8,2024-06-18,wholesale,personal care,1238.28,49885,Emily Brown,Partial,Out for Delivery,W8,Shipped,Order #49885,2024-06-18,Shipped for Toothpaste
Biscuits,420.34,14,2024-02-13,new,stationery,6517.38,32068,Carlos Gomez,Unpaid,Shipping,W4,Shipped,Order #32068,2024-02-13,Shipped for Biscuits
Coffee,406.2,16,2024-06-04,employee,cleaning,7427.77,51645,David Kim,Partial,Returned,W9,Settlement,Order #51645,2024-06-04,Settlement for Coffee
Shampoo,429.07,8,2024-04-11,regular,electronics,3792.45,63110,Carlos Gomez,Processing,Processing,W5,Delayed,Order #63110,2024-04-11,Delayed for Shampoo
Coffee,137.99,21,2024-04-24,returning,food,3433.14,39375,David Kim,Pending,Delivered,W2,Settlement,Order #39375,2024-04-24,Settlement for Coffee
Biscuits,333.38,17,2024-04-07,regular,home,6338.37,90925,Lucas Rossi,Processing,Cancelled,W7,Cancelled,Order #90925,2024-04-07,Cancelled for Biscuits
Snacks,444.91,35,2024-05-09,vip,electronics,17177.26,54979,Mohammed Ali,Unpaid,Cancelled,W4,Info,Order #54979,2024-05-09,Info for Snacks
Biscuits,395.73,7,2024-01-20,wholesale,home,2318.54,73429,Mohammed Ali,Failed,Returned,W5,Settlement,Order #73429,2024-01-20,Settlement for Biscuits
Juice,374.05,29,2024-04-29,employee,toys,8709.15,35767,Carlos Gomez,Partial,Processing,W8,Delayed,Order #35767,2024-04-29,Delayed for Juice
Cooking Oil,301.5,38,2024-03-22,guest,food,12336.17,34863,Emily Brown,Failed,Cancelled,W9,Delayed,Order #34863,2024-03-22,Delayed for Cooking Oil
Bathroom Essentials,114.28,21,2024-06-20,employee,stationery,2495.16,40060,Emily Brown,Pending,Delivered,W7,Delayed,Order #40060,2024-06-20,Delayed for Bathroom Essentials
Wheat,255.87,6,2024-03-22,new,beverage,1383.54,80046,Lucas Rossi,Paid,Cancelled,W6,Delivered,Order #80046,2024-03-22,Delivered for Wheat
Bathroom Essentials,126.55,25,2024-01-26,vip,toys,3650.56,78204,Priya Patel,Partial,Cancelled,W8,Delivered,Order #78204,2024-01-26,Delivered for Bathroom Essentials
Juice,364.84,35,2024-01-20,returning,food,14175.79,22458,Leslie Alexander,Unpaid,Returned,W4,Settlement,Order #22458,2024-01-20,Settlement for Juice
Toothpaste,406.71,32,2024-05-16,wholesale,toys,12084.33,35184,John Doe,Pending,Returned,W9,Reminder,Order #35184,2024-05-16,Reminder for Toothpaste
Salt,495.51,14,2024-02-29,affiliate,toys,5937.91,39040,Wei Chen,Partial,On Hold,W8,Promotion,Order #39040,2024-02-29,Promotion for Salt
Snacks,124.87,16,2024-05-19,new,personal care,2366.6,38609,Wei Chen,Failed,Out for Delivery,W2,Returned,Order #38609,2024-05-19,Returned for Snacks
Juice,402.44,29,2024-03-13,wholesale,stationery,12729.87,52019,Fatima Zahra,Refunded,Processing,W7,Settlement,Order #52019,2024-03-13,Settlement for Juice
Shampoo,91.45,23,2024-02-16,affiliate,food,2422.45,47923,Fatima Zahra,Partial,Delivered,W9,Cancelled,Order #47923,2024-02-16,Cancelled for Shampoo
Bathroom Essentials,331.23,24,2024-06-12,wholesale,clothing,9320.03,51894,David Kim,Partial,Out for Delivery,W6,Info,Order #51894,2024-06-12,Info for Bathroom Essentials
Biscuits,424.05,12,2024-03-11,guest,stationery,4376.83,68562,Tom M�ller,Refunded,Processing,W3,Shipped,Order #68562,2024-03-11,Shipped for Biscuits
Toothpaste,143.29,22,2024-04-22,wholesale,cleaning,3422.19,74937,Leslie Alexander,Refunded,On Hold,W1,Shipped,Order #74937,2024-04-22,Shipped for Toothpaste
Salt,114.9,7,2024-03-23,wholesale,stationery,705.67,39776,Tom M�ller,Unpaid,Shipping,W7,Promotion,Order #39776,2024-03-23,Promotion for Salt
Cooking Oil,335.59,39,2024-01-31,wholesale,electronics,11008.04,61860,Fatima Zahra,Failed,Cancelled,W2,Shipped,Order #61860,2024-01-31,Shipped for Cooking Oil
Tea,83.15,34,2024-03-10,guest,personal care,3349.34,57732,Fatima Zahra,Processing,On Hold,W4,Returned,Order #57732,2024-03-10,Returned for Tea
Cooking Oil,304.31,25,2024-06-19,affiliate,electronics,9090.19,76964,Priya Patel,Paid,On Hold,W4,Shipped,Order #76964,2024-06-19,Shipped for Cooking Oil
Biscuits,32.1,34,2024-04-01,employee,electronics,1168.09,73907,Tom M�ller,Failed,Returned,W5,Delayed,Order #73907,2024-04-01,Delayed for Biscuits
Salt,165.02,28,2024-02-27,vip,clothing,4933.35,42700,David Kim,Partial,Returned,W1,Shipped,Order #42700,2024-02-27,Shipped for Salt
Shampoo,338.17,30,2024-01-30,regular,home,12123.46,65420,Wei Chen,Partial,On Hold,W8,Delayed,Order #65420,2024-01-30,Delayed for Shampoo
Coffee,19.64,1,2024-03-17,wholesale,toys,17.09,51067,Sofia Garcia,Paid,On Hold,W3,Reminder,Order #51067,2024-03-17,Reminder for Coffee
Wheat,347.94,15,2024-05-21,new,cleaning,5463.96,65072,Emily Brown,Refunded,Processing,W3,Reminder,Order #65072,2024-05-21,Reminder for Wheat
Soap,218.8,41,2024-05-23,new,stationery,9611.97,80036,David Kim,Unpaid,Out for Delivery,W5,Returned,Order #80036,2024-05-23,Returned for Soap
Bathroom Essentials,336.37,49,2024-03-16,new,cleaning,13543.24,84781,John Doe,Pending,Delivered,W5,Info,Order #84781,2024-03-16,Info for Bathroom Essentials
Salt,473.72,44,2024-02-29,new,electronics,23671.92,99962,Priya Patel,Failed,Cancelled,W2,Promotion,Order #99962,2024-02-29,Promotion for Salt
Bathroom Essentials,74.08,41,2024-01-20,guest,stationery,3544.81,29518,John Doe,Refunded,Returned,W5,Returned,Order #29518,2024-01-20,Returned for Bathroom Essentials
Wheat,287.9,40,2024-01-08,vip,home,13458.23,43754,Leslie Alexander,Processing,On Hold,W9,Reminder,Order #43754,2024-01-08,Reminder for Wheat
Coffee,264.71,43,2024-04-26,guest,beverage,13595.66,85501,Tom M�ller,Partial,Delivered,W8,Info,Order #85501,2024-04-26,Info for Coffee
Tea,67.82,14,2024-02-04,employee,beverage,919.25,68449,Fatima Zahra,Failed,On Hold,W5,Reminder,Order #68449,2024-02-04,Reminder for Tea
Tea,428.24,26,2024-06-23,employee,cleaning,9270.47,68364,Lucas Rossi,Failed,Processing,W6,Info,Order #68364,2024-06-23,Info for Tea
Cooking Oil,363.58,18,2024-02-14,regular,stationery,5684.21,20653,Leslie Alexander,Partial,Cancelled,W6,Delivered,Order #20653,2024-02-14,Delivered for Cooking Oil
Salt,191.84,30,2024-03-12,guest,cleaning,6154.03,38177,Priya Patel,Unpaid,Cancelled,W4,Returned,Order #38177,2024-03-12,Returned for Salt
Biscuits,80.47,12,2024-04-27,guest,clothing,977.67,34056,Tom M�ller,Paid,Shipping,W6,Reminder,Order #34056,2024-04-27,Reminder for Biscuits
